"year","Season","StartDate","count","spp","Country","LocationCode","CountCondition","X","Y","Year","good_site"
2013,"S",2013-02-05,1,"Great Crested Grebe","South Africa","26362718",1,27.3078,-26.6101,2013,1
2013,"W",2013-07-22,1,"Great Crested Grebe","South Africa","26362718",2,27.3078,-26.6101,2013,1
2014,"S",2014-02-05,33,"Great Crested Grebe","South Africa","26362718",2,27.3078,-26.6101,2014,1
2014,"W",2014-07-22,1,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2014,1
2015,"S",2015-01-21,1,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2015,1
2015,"W",2015-08-05,0,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2015,1
2016,"S",2016-02-23,13,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2016,1
2016,"W",2016-08-02,0,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2016,1
2017,"S",2017-02-01,2,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2017,1
2017,"W",2017-08-05,2,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2017,1
2018,"S",2018-02-07,0,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2018,1
2018,"W",2018-07-25,0,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2018,1
2019,"S",2019-02-05,27,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2019,1
2019,"W",2019-07-04,5,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2019,1
2020,"S",2020-02-05,4,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2020,1
2020,"W",2020-07-16,0,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2020,1
2021,"S",2021-02-26,0,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2021,1
2021,"W",2021-07-22,0,"Great Crested Grebe","South Africa","26362718",3,27.3078,-26.6101,2021,1
2022,"S",2022-02-04,1,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2022,1
2022,"W",2022-07-05,2,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2022,1
2023,"S",2023-02-08,0,"Great Crested Grebe","South Africa","26362718",2,27.3078,-26.6101,2023,1
2023,"W",2023-07-05,0,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2023,1
2024,"S",2024-01-25,11,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2024,1
2024,"W",2024-07-02,3,"Great Crested Grebe","South Africa","26362718",4,27.3078,-26.6101,2024,1
1993,"S",1993-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1993,0
1994,"S",1994-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1994,0
1995,"S",1995-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1995,0
1996,"S",1996-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1996,0
1997,"S",1997-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1997,0
1998,"S",1998-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1998,0
1999,"S",1999-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1999,0
1999,"W",1999-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,1999,0
2000,"S",2000-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2000,0
2000,"W",2000-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2000,0
2001,"S",2001-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2001,0
2001,"W",2001-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2001,0
2002,"S",2002-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2002,0
2002,"W",2002-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2002,0
2003,"S",2003-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2003,0
2004,"S",2004-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2004,0
2004,"W",2004-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2004,0
2005,"S",2005-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2005,0
2005,"W",2005-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2005,0
2006,"S",2006-02-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2006,0
2006,"W",2006-07-01,NA,"Great Crested Grebe",NA,"25482851",NA,28.8566,-25.80868,2006,0
2007,"S",2007-02-12,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2007,0
2007,"W",2007-07-25,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2007,0
2008,"S",2008-01-24,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2008,0
2008,"W",2008-07-02,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2008,0
2009,"S",2009-02-10,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2009,0
2009,"W",2009-07-08,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2009,0
2010,"S",2010-01-28,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2010,0
2010,"W",2010-07-26,1,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2010,0
2011,"S",2011-01-21,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2011,0
2011,"W",2011-07-13,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2011,0
2012,"S",2012-02-03,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2012,0
2012,"W",2012-07-09,0,"Great Crested Grebe","South Africa","25482851",1,28.8566,-25.80868,2012,0
2013,"S",2013-02-12,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2013,0
2013,"W",2013-08-01,2,"Great Crested Grebe","South Africa","25482851",1,28.8566,-25.80868,2013,0
2014,"S",2014-02-14,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2014,0
2014,"W",2014-07-23,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2014,0
2015,"S",2015-02-11,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2015,0
2015,"W",2015-07-31,0,"Great Crested Grebe","South Africa","25482851",1,28.8566,-25.80868,2015,0
2016,"S",2016-02-24,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2016,0
2016,"W",2016-07-21,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2016,0
2017,"S",2017-01-25,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2017,0
2017,"W",2017-08-10,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2017,0
2018,"S",2018-02-16,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2018,0
2018,"W",2018-08-17,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2018,0
2019,"S",2019-02-06,0,"Great Crested Grebe","South Africa","25482851",1,28.8566,-25.80868,2019,0
2019,"W",2019-07-12,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2019,0
2020,"S",2020-02-18,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2020,0
2020,"W",2020-07-28,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2020,0
2021,"S",2021-02-18,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2021,0
2021,"W",2021-08-12,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2021,0
2022,"S",2022-02-02,0,"Great Crested Grebe","South Africa","25482851",4,28.8566,-25.80868,2022,0
2022,"W",2022-07-29,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2022,0
2023,"S",2023-01-31,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2023,0
2023,"W",2023-07-21,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2023,0
2024,"S",2024-02-22,0,"Great Crested Grebe","South Africa","25482851",2,28.8566,-25.80868,2024,0
2024,"W",2024-07-25,0,"Great Crested Grebe","South Africa","25482851",3,28.8566,-25.80868,2024,0
1993,"S",1993-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1993,0
1994,"S",1994-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1994,0
1995,"S",1995-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1995,0
1996,"S",1996-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1996,0
1997,"S",1997-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1997,0
1998,"S",1998-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1998,0
1999,"S",1999-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1999,0
1999,"W",1999-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,1999,0
2000,"S",2000-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2000,0
2000,"W",2000-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2000,0
2001,"S",2001-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2001,0
2001,"W",2001-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2001,0
2002,"S",2002-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2002,0
2002,"W",2002-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2002,0
2003,"S",2003-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2003,0
2004,"S",2004-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2004,0
2004,"W",2004-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2004,0
2005,"S",2005-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2005,0
2005,"W",2005-07-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2005,0
2006,"S",2006-02-01,NA,"Great Crested Grebe",NA,"26302815",NA,28.2416,-26.497,2006,0
2006,"W",2006-07-14,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2006,0
2007,"S",2007-02-14,0,"Great Crested Grebe","South Africa","26302815",3,28.2416,-26.497,2007,0
2007,"W",2007-07-13,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2007,0
2008,"S",2008-02-04,0,"Great Crested Grebe","South Africa","26302815",3,28.2416,-26.497,2008,0
2008,"W",2008-07-18,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2008,0
2009,"S",2009-02-04,0,"Great Crested Grebe","South Africa","26302815",3,28.2416,-26.497,2009,0
2009,"W",2009-07-30,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2009,0
2010,"S",2010-02-15,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2010,0
2010,"W",2010-07-28,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2010,0
2011,"S",2011-02-11,0,"Great Crested Grebe","South Africa","26302815",2,28.2416,-26.497,2011,0
2011,"W",2011-07-20,1,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2011,0
2012,"S",2012-02-09,0,"Great Crested Grebe","South Africa","26302815",1,28.2416,-26.497,2012,0
2012,"W",2012-07-19,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2012,0
2013,"S",2013-01-18,2,"Great Crested Grebe","South Africa","26302815",2,28.2416,-26.497,2013,0
2013,"W",2013-07-11,2,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2013,0
2014,"S",2014-02-11,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2014,0
2014,"W",2014-07-01,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2014,0
2015,"S",2015-02-13,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2015,0
2015,"W",2015-07-28,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2015,0
2016,"S",2016-02-16,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2016,0
2016,"W",2016-07-28,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2016,0
2017,"S",2017-02-14,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2017,0
2017,"W",2017-08-08,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2017,0
2018,"S",2018-02-15,0,"Great Crested Grebe","South Africa","26302815",2,28.2416,-26.497,2018,0
2018,"W",2018-07-19,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2018,0
2019,"S",2019-02-13,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2019,0
2019,"W",2019-07-16,0,"Great Crested Grebe","South Africa","26302815",3,28.2416,-26.497,2019,0
2020,"S",2020-02-14,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2020,0
2020,"W",2020-07-17,0,"Great Crested Grebe","South Africa","26302815",3,28.2416,-26.497,2020,0
2021,"S",2021-02-12,0,"Great Crested Grebe","South Africa","26302815",3,28.2416,-26.497,2021,0
2021,"W",2021-07-08,0,"Great Crested Grebe","South Africa","26302815",3,28.2416,-26.497,2021,0
2022,"S",2022-02-01,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2022,0
2022,"W",2022-07-07,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2022,0
2023,"S",2023-01-25,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2023,0
2023,"W",2023-07-13,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2023,0
2024,"S",2024-01-24,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2024,0
2024,"W",2024-07-10,0,"Great Crested Grebe","South Africa","26302815",4,28.2416,-26.497,2024,0
1993,"S",1993-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1993,0
1994,"S",1994-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1994,0
1995,"S",1995-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1995,0
1996,"S",1996-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1996,0
1997,"S",1997-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1997,0
1998,"S",1998-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1998,0
1999,"S",1999-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1999,0
1999,"W",1999-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,1999,0
2000,"S",2000-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2000,0
2000,"W",2000-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2000,0
2001,"S",2001-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2001,0
2001,"W",2001-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2001,0
2002,"S",2002-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2002,0
2002,"W",2002-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2002,0
2003,"S",2003-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2003,0
2004,"S",2004-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2004,0
2004,"W",2004-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2004,0
2005,"S",2005-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2005,0
2005,"W",2005-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2005,0
2006,"S",2006-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2006,0
2006,"W",2006-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2006,0
2007,"S",2007-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2007,0
2007,"W",2007-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2007,0
2008,"S",2008-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2008,0
2008,"W",2008-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2008,0
2009,"S",2009-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2009,0
2009,"W",2009-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2009,0
2010,"S",2010-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2010,0
2010,"W",2010-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2010,0
2011,"S",2011-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2011,0
2011,"W",2011-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2011,0
2012,"S",2012-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2012,0
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2012,0
2013,"O",2013-06-21,0,"Great Crested Grebe","South Africa","34001830",3,18.53332,-34.01778,2013,0
2013,"O",2013-07-02,0,"Great Crested Grebe","South Africa","34001830",1,18.53332,-34.01778,2013,0
2013,"O",2013-08-02,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2013,0
2013,"O",2013-09-12,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2013,0
2013,"O",2013-10-04,2,"Great Crested Grebe","South Africa","34001830",3,18.53332,-34.01778,2013,0
2013,"O",2013-11-08,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2013,0
2013,"O",2013-12-18,0,"Great Crested Grebe","South Africa","34001830",4,18.53332,-34.01778,2013,0
2013,"S",2013-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2013,0
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2013,0
2014,"O",2014-08-29,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2014,0
2014,"O",2014-10-23,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2014,0
2014,"S",2014-01-16,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2014,0
2014,"W",2014-07-09,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2014,0
2015,"O",2015-09-02,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2015,0
2015,"O",2015-10-07,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2015,0
2015,"S",2015-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2015,0
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2015,0
2016,"O",2016-09-07,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2016,0
2016,"O",2016-10-16,0,"Great Crested Grebe","South Africa","34001830",5,18.53332,-34.01778,2016,0
2016,"S",2016-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2016,0
2016,"W",2016-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2016,0
2017,"S",2017-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2017,0
2017,"W",2017-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2017,0
2018,"S",2018-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2018,0
2018,"W",2018-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2018,0
2019,"S",2019-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2019,0
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2019,0
2020,"S",2020-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2020,0
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2020,0
2021,"S",2021-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2021,0
2021,"W",2021-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2021,0
2022,"S",2022-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2022,0
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2022,0
2023,"S",2023-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2023,0
2023,"W",2023-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2023,0
2024,"S",2024-01-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2024,0
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"34001830",NA,18.53332,-34.01778,2024,0
1993,"S",1993-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1993,0
1994,"S",1994-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1994,0
1995,"S",1995-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1995,0
1996,"S",1996-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1996,0
1997,"S",1997-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1997,0
1998,"S",1998-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1998,0
1999,"S",1999-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1999,0
1999,"W",1999-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,1999,0
2000,"S",2000-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2000,0
2000,"W",2000-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2000,0
2001,"S",2001-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2001,0
2001,"W",2001-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2001,0
2002,"S",2002-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2002,0
2002,"W",2002-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2002,0
2003,"O",2003-10-03,0,"Great Crested Grebe","South Africa","33492226",3,22.43851,-33.82761,2003,0
2003,"S",2003-01-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"33492226",NA,22.43851,-33.82761,2003,0
2004,"S",2004-01-29,0,"Great Crested Grebe","South Africa","33492226",4,22.43851,-33.82761,2004,0
2004,"W",2004-08-06,0,"Great Crested Grebe","South Africa","33492226",4,22.43851,-33.82761,2004,0
2005,"S",2005-01-27,0,"Great Crested Grebe","South Africa","33492226",4,22.43851,-33.82761,2005,0
2005,"W",2005-07-14,0,"Great Crested Grebe","South Africa","33492226",3,22.43851,-33.82761,2005,0
2006,"S",2006-01-21,0,"Great Crested Grebe","South Africa","33492226",4,22.43851,-33.82761,2006,0
2006,"W",2006-07-25,0,"Great Crested Grebe","South Africa","33492226",4,22.43851,-33.82761,2006,0
2007,"S",2007-01-19,0,"Great Crested Grebe","South Africa","33492226",3,22.43851,-33.82761,2007,0
2007,"W",2007-07-30,0,"Great Crested Grebe","South Africa","33492226",4,22.43851,-33.82761,2007,0
2008,"S",2008-01-25,0,"Great Crested Grebe","South Africa","33492226",3,22.43851,-33.82761,2008,0
